date,등락 분류,종가     ,대비    ,등락률    ,시가     ,고가     ,저가     ,거래량        ,거래대금        ,시가총액     ,상장주식수      ,환율     ,유가종가        ,유가오픈        ,유가고가        ,유가저가        ,유가변동률        ,한국은행기준금리 ,연준기준금리 ,한미기준금리차이
2018-07-16,1,89300,500,0.56,88700,89300,87800,1896459,1.68E+11,6.50E+13,728002365,1123.4,68.06,70.52,70.87,67.58,-4.15,1.5,2,0.5
2018-07-17,-1,88600,-700,-0.78,90100,90200,88500,1570129,1.40E+11,6.45E+13,728002365,1128.7,68.08,68.03,68.44,67.03,0.03,1.5,2,0.5
2018-07-18,1,89300,700,0.79,89700,91000,89100,1937496,1.74E+11,6.50E+13,728002365,1125.2,68.76,67.61,69.06,67.04,1,1.5,2,0.5
2018-07-19,1,90300,1000,1.12,90400,91200,90300,2383489,2.16E+11,6.57E+13,728002365,1128.9,69.46,69,70.17,67.8,1.02,1.5,2,0.5
2018-07-20,-1,87900,-2400,-2.66,89700,90000,87200,3726334,3.29E+11,6.40E+13,728002365,1131.2,70.46,69.39,71.1,69.37,1.44,1.5,2,0.5
2018-07-23,-2,81700,-6200,-7.05,86300,86400,81200,7076375,5.89E+11,5.95E+13,728002365,1134.8,67.89,68.17,69.31,67.6,-3.65,1.5,2,0.5
2018-07-24,1,83600,1900,2.33,82500,83800,81700,4023740,3.33E+11,6.09E+13,728002365,1128.5,68.52,67.8,69.05,67.56,0.93,1.5,2,0.5
2018-07-25,-1,80500,-3100,-3.71,83400,84000,80200,4154596,3.39E+11,5.86E+13,728002365,1135.2,69.3,68.77,69.7,68.2,1.14,1.5,2,0.5
2018-07-26,1,83100,2600,3.23,81300,83800,78600,6218102,5.09E+11,6.05E+13,728002365,1127.5,69.61,69.38,69.92,68.92,0.45,1.5,2,0.5
2018-07-27,1,86100,3000,3.61,83700,86400,83100,4943923,4.23E+11,6.27E+13,728002365,1119.6,68.69,69.58,69.77,68.26,-1.32,1.5,2,0.5
2018-07-30,-1,85900,-200,-0.23,86200,86400,85100,2301941,1.98E+11,6.25E+13,728002365,1120,70.13,69.01,70.43,68.8,2.1,1.5,2,0.5
2018-07-31,1,86300,400,0.47,85200,86300,84500,2804543,2.40E+11,6.28E+13,728002365,1116.7,68.76,70.05,70.22,67.98,-1.95,1.5,2,0.5
2018-08-01,-1,85600,-700,-0.81,85900,86400,85100,2265008,1.94E+11,6.23E+13,728002365,1117.9,67.66,68.43,68.52,67.31,-1.6,1.5,2,0.5
2018-08-02,-1,83200,-2400,-2.8,85000,85600,82900,3373964,2.84E+11,6.06E+13,728002365,1119.3,68.96,67.86,69.36,66.92,1.92,1.5,2,0.5
2018-08-03,1,83300,100,0.12,84000,84100,83100,1928574,1.61E+11,6.06E+13,728002365,1122.6,68.49,68.99,69.24,67.87,-0.68,1.5,2,0.5
2018-08-06,-1,79400,-3900,-4.68,82200,82300,79300,5910100,4.75E+11,5.78E+13,728002365,1128.1,69.01,68.65,69.92,68.5,0.76,1.5,2,0.5
2018-08-07,1,80700,1300,1.64,80100,80800,79700,3288142,2.64E+11,5.87E+13,728002365,1123.5,69.17,68.9,69.83,68.81,0.23,1.5,2,0.5
2018-08-08,-1,79800,-900,-1.12,81500,81600,79400,2804784,2.26E+11,5.81E+13,728002365,1125.7,66.94,69.09,69.37,66.32,-3.22,1.5,2,0.5
2018-08-09,-1,78000,-1800,-2.26,80100,80300,77500,5587662,4.38E+11,5.68E+13,728002365,1118.8,66.81,66.79,67.41,66.49,-0.19,1.5,2,0.5
2018-08-10,-1,75100,-2900,-3.72,77200,77600,74600,6785694,5.12E+11,5.47E+13,728002365,1117.9,67.63,66.74,67.87,66.14,1.23,1.5,2,0.5
2018-08-13,1,75400,300,0.4,74300,75700,74100,3734794,2.81E+11,5.49E+13,728002365,1126.3,67.2,67.78,67.95,65.71,-0.64,1.5,2,0.5
2018-08-14,1,75900,500,0.66,75900,76600,75500,3206407,2.44E+11,5.53E+13,728002365,1133.7,67.04,67.42,68.37,66.58,-0.24,1.5,2,0.5
2018-08-16,-1,74700,-1200,-1.58,73500,75400,72500,5550888,4.10E+11,5.44E+13,728002365,1132.1,65.46,64.95,65.52,64.43,0.69,1.5,2,0.5
2018-08-17,-1,74500,-200,-0.27,74400,75500,74100,2647963,1.98E+11,5.42E+13,728002365,1130.7,65.91,65.47,66.39,65.3,0.69,1.5,2,0.5
2018-08-20,1,74700,200,0.27,74700,75400,74400,2048829,1.53E+11,5.44E+13,728002365,1125.6,66.43,65.91,66.68,65.59,0.79,1.5,2,0.5
2018-08-21,1,78400,3700,4.95,74800,78700,74400,5663191,4.35E+11,5.71E+13,728002365,1121.7,67.35,66.62,68.1,66.52,1.38,1.5,2,0.5
2018-08-22,1,79800,1400,1.79,79300,80900,78200,5295710,4.23E+11,5.81E+13,728002365,1118.2,67.86,66.08,68.15,65.98,0.76,1.5,2,0.5
2018-08-23,1,81100,1300,1.63,80300,81300,79300,3272130,2.64E+11,5.90E+13,728002365,1118.7,67.83,68.07,68.12,67.32,-0.04,1.5,2,0.5
2018-08-24,1,81800,700,0.86,80400,82200,79600,3612709,2.93E+11,5.96E+13,728002365,1120.8,68.72,67.9,69.31,67.78,1.31,1.5,2,0.5
2018-08-27,1,83500,1700,2.08,82100,83800,81600,3070598,2.55E+11,6.08E+13,728002365,1121.8,68.87,68.57,68.97,68.34,0.22,1.5,2,0.5
2018-08-28,-1,82400,-1100,-1.32,84100,84300,81900,4466308,3.72E+11,6.00E+13,728002365,1114.3,68.53,68.93,69.2,68.21,-0.49,1.5,2,0.5
2018-08-29,1,82800,400,0.49,82500,83300,81600,2330703,1.93E+11,6.03E+13,728002365,1110,69.51,68.54,69.76,68.37,1.43,1.5,2,0.5
2018-08-30,-1,82700,-100,-0.12,82200,83500,81500,2337573,1.94E+11,6.02E+13,728002365,1108.8,70.25,69.71,70.5,69.55,1.06,1.5,2,0.5
2018-08-31,1,83000,300,0.36,81800,83000,81800,2303812,1.90E+11,6.04E+13,728002365,1108.8,69.8,70.06,70.36,69.64,-0.64,1.5,2,0.5
2018-09-03,-1,80600,-2400,-2.89,82200,82800,80500,2618619,2.13E+11,5.87E+13,728002365,1113.3,70.12,69.91,70.2,69.54,0.29,1.5,2,0.5
2018-09-04,1,81200,600,0.74,80600,81600,80200,1903734,1.54E+11,5.91E+13,728002365,1113.5,69.87,69.89,71.4,69.08,-0.36,1.5,2,0.5
2018-09-05,-1,80000,-1200,-1.48,80600,81000,79900,2627619,2.11E+11,5.82E+13,728002365,1114.2,68.72,69.43,69.59,68.56,-1.65,1.5,2,0.5
2018-09-06,-1,78800,-1200,-1.5,78300,78900,77400,4516654,3.53E+11,5.74E+13,728002365,1117.6,67.77,68.64,69.02,67,-1.38,1.5,2,0.5
2018-09-07,-1,75900,-2900,-3.68,74500,76200,74100,8388278,6.31E+11,5.53E+13,728002365,1121.2,67.75,67.88,68.08,66.86,-0.03,1.5,2,0.5
2018-09-10,1,76500,600,0.79,75900,77100,75500,4167711,3.18E+11,5.57E+13,728002365,1123.1,67.54,67.82,68.52,67.33,-0.31,1.5,2,0.5
2018-09-11,1,76600,100,0.13,76400,77800,76300,3197796,2.46E+11,5.58E+13,728002365,1128.1,69.25,67.53,70.01,67.48,2.53,1.5,2,0.5
2018-09-12,-1,75100,-1500,-1.96,76200,76200,74700,4330147,3.25E+11,5.47E+13,728002365,1126.8,70.37,69.89,71.26,69.5,1.62,1.5,2,0.5
2018-09-13,-1,74500,-600,-0.8,74300,75200,73900,5257563,3.91E+11,5.42E+13,728002365,1127.3,68.59,70.24,70.28,68.35,-2.53,1.5,2,0.5
2018-09-14,1,77700,3200,4.3,76100,77800,76000,4124842,3.18E+11,5.66E+13,728002365,1121.2,68.99,68.79,69.91,67.94,0.58,1.5,2,0.5
2018-09-17,-1,77200,-500,-0.64,78000,78200,76700,2252063,1.74E+11,5.62E+13,728002365,1119.2,68.91,68.93,69.72,68.53,-0.12,1.5,2,0.5
2018-09-18,1,78000,800,1.04,76600,78300,76100,2450163,1.90E+11,5.68E+13,728002365,1126.2,69.85,68.8,70.42,68.53,1.36,1.5,2,0.5
2018-09-19,1,78800,800,1.03,79400,79700,78400,2912259,2.30E+11,5.74E+13,728002365,1126.3,71.12,69.71,71.5,69.65,1.82,1.5,2,0.5
2018-09-20,1,79100,300,0.38,78600,79900,78000,3392490,2.69E+11,5.76E+13,728002365,1123,70.8,71.39,71.81,70.73,-0.45,1.5,2,0.5
2018-09-21,-1,76700,-2400,-3.03,77100,77500,76300,5678068,4.36E+11,5.58E+13,728002365,1119.9,70.78,70.2,71.8,69.98,-0.03,1.5,2,0.5
2018-09-27,-1,75000,-1700,-2.22,75900,75900,74700,5841083,4.39E+11,5.46E+13,728002365,1116.6,72.12,72.01,72.6,71.71,0.77,1.5,2.25,0.75
2018-09-28,-1,73100,-1900,-2.53,75300,75900,73100,5824873,4.33E+11,5.32E+13,728002365,1112.7,73.25,72.18,73.73,71.88,1.57,1.5,2.25,0.75
2018-10-01,1,73700,600,0.82,74300,74600,73200,2970456,2.19E+11,5.37E+13,728002365,1110.2,75.3,73.29,75.77,72.95,2.8,1.5,2.25,0.75
2018-10-02,-1,71700,-2000,-2.71,73600,74000,71600,4089558,2.96E+11,5.22E+13,728002365,1110.9,75.23,75.42,75.91,74.93,-0.09,1.5,2.25,0.75
2018-10-04,-1,70000,-1700,-2.37,71700,72200,69800,5778810,4.08E+11,5.10E+13,728002365,1116.4,74.33,76.18,76.47,73.88,-2.72,1.5,2.25,0.75
2018-10-05,1,70300,300,0.43,69700,71100,69400,5508014,3.87E+11,5.12E+13,728002365,1128.3,74.34,74.67,75.22,73.83,0.01,1.5,2.25,0.75
2018-10-08,1,71200,900,1.28,69500,71800,69400,2856291,2.03E+11,5.18E+13,728002365,1130.7,74.29,74.4,74.58,73.07,-0.07,1.5,2.25,0.75
2018-10-10,-1,70300,-900,-1.26,70300,71100,69800,4161114,2.93E+11,5.12E+13,728002365,1131.7,73.17,74.66,75.08,72.38,-2.39,1.5,2.25,0.75
2018-10-11,-1,69000,-1300,-1.85,67600,70200,67500,4936490,3.41E+11,5.02E+13,728002365,1132.5,70.97,72.68,72.76,70.51,-3.01,1.5,2.25,0.75
2018-10-12,1,72400,3400,4.93,69200,73200,69200,4882184,3.51E+11,5.27E+13,728002365,1142.5,71.34,70.99,72.01,70.64,0.52,1.5,2.25,0.75
2018-10-15,-1,70300,-2100,-2.9,71600,71700,69900,3727297,2.63E+11,5.12E+13,728002365,1133.3,71.78,71.85,72.7,70.85,0.62,1.5,2.25,0.75
2018-10-16,-1,69700,-600,-0.85,70300,71000,69600,2211661,1.55E+11,5.07E+13,728002365,1133.4,71.92,71.72,72.29,71.02,0.2,1.5,2.25,0.75
2018-10-17,1,70400,700,1,71400,71700,70300,2653053,1.88E+11,5.13E+13,728002365,1128.1,69.75,72.17,72.43,69.43,-3.02,1.5,2.25,0.75
2018-10-18,-1,68700,-1700,-2.41,69600,69900,68700,2849229,1.97E+11,5.00E+13,728002365,1125,68.65,70.03,70.03,68.47,-1.58,1.5,2.25,0.75
2018-10-19,1,70800,2100,3.06,68100,70900,67800,2688930,1.88E+11,5.15E+13,728002365,1132.6,69.12,68.68,69.77,68.56,0.68,1.5,2.25,0.75
2018-10-22,-1,70000,-800,-1.13,69600,70900,69600,2377240,1.67E+11,5.10E+13,728002365,1134.3,69.17,69.41,69.65,68.27,0.07,1.5,2.25,0.75
2018-10-23,-1,69100,-900,-1.29,69600,70000,68600,3175869,2.20E+11,5.03E+13,728002365,1130.9,66.43,69.55,69.66,65.74,-3.96,1.5,2.25,0.75
2018-10-24,-1,66700,-2400,-3.47,69400,69600,65800,5703361,3.82E+11,4.86E+13,728002365,1135.8,66.82,66.17,67.72,66.05,0.59,1.5,2.25,0.75
2018-10-25,-1,64700,-2000,-3,64700,66000,63200,5859332,3.78E+11,4.71E+13,728002365,1132.2,67.33,66.36,67.65,65.99,0.76,1.5,2.25,0.75
2018-10-26,1,67000,2300,3.55,65100,67100,62900,6211406,4.04E+11,4.88E+13,728002365,1138.5,67.59,66.95,67.88,66.2,0.39,1.5,2.25,0.75
2018-10-29,-1,66800,-200,-0.3,66600,67800,64800,4252977,2.82E+11,4.86E+13,728002365,1140.6,67.04,67.55,67.95,66.29,-0.81,1.5,2.25,0.75
2018-10-30,1,68200,1400,2.1,66000,70900,65900,6101533,4.23E+11,4.96E+13,728002365,1138.6,66.18,66.68,67.26,65.33,-1.28,1.5,2.25,0.75
2018-10-31,0,68200,0,0,69300,70400,67600,5038931,3.47E+11,4.96E+13,728002365,1140.6,65.31,66.32,67,64.81,-1.31,1.5,2.25,0.75
2018-11-01,1,68300,100,0.15,68900,69600,67800,3218076,2.21E+11,4.97E+13,728002365,1139.2,63.69,64.88,65.39,63.11,-2.48,1.5,2.25,0.75
2018-11-02,2,72600,4300,6.3,70600,72800,69100,5334082,3.79E+11,5.29E+13,728002365,1138.8,63.14,63.5,63.95,62.63,-0.86,1.5,2.25,0.75
2018-11-05,-1,70500,-2100,-2.89,72000,72100,70100,3389386,2.40E+11,5.13E+13,728002365,1125.5,63.1,62.99,64.14,62.52,-0.06,1.5,2.25,0.75
2018-11-06,-1,70100,-400,-0.57,70500,70600,69100,2624868,1.83E+11,5.10E+13,728002365,1122.7,62.21,62.7,63.32,61.31,-1.41,1.5,2.25,0.75
2018-11-07,1,70800,700,1,70400,72300,70100,3770119,2.68E+11,5.15E+13,728002365,1122.5,61.67,61.74,63.18,61.2,-0.87,1.5,2.25,0.75
2018-11-08,1,72900,2100,2.97,72900,73300,72600,3930969,2.87E+11,5.31E+13,728002365,1120.9,60.67,61.64,62.42,60.4,-1.62,1.5,2.25,0.75
2018-11-09,0,72900,0,0,72400,73600,71900,3414946,2.48E+11,5.31E+13,728002365,1118.4,60.19,60.75,60.79,59.26,-0.79,1.5,2.25,0.75
2018-11-12,1,74500,1600,2.19,72200,74500,71800,3328433,2.45E+11,5.42E+13,728002365,1125.7,59.93,60.7,61.28,58.68,-0.43,1.5,2.25,0.75
2018-11-13,-1,71900,-2600,-3.49,72300,72500,69900,4730929,3.36E+11,5.23E+13,728002365,1132,55.69,58.88,59.35,54.75,-7.07,1.5,2.25,0.75
2018-11-14,-1,70400,-1500,-2.09,71400,72100,70200,2783377,1.97E+11,5.13E+13,728002365,1135.7,56.25,55.27,57.37,55.13,1.01,1.5,2.25,0.75
2018-11-15,1,71800,1400,1.99,70800,71800,70400,1564647,1.11E+11,5.23E+13,728002365,1132.4,56.46,56.02,57.26,55.59,0.37,1.5,2.25,0.75
2018-11-16,-1,70100,-1700,-2.37,72600,72900,70000,2894513,2.06E+11,5.10E+13,728002365,1130.3,56.46,56.58,57.96,55.89,0,1.5,2.25,0.75
2018-11-19,-1,69800,-300,-0.43,69600,70500,68900,2303677,1.60E+11,5.08E+13,728002365,1128.7,56.76,56.72,57.33,55.08,0.53,1.5,2.25,0.75
2018-11-20,-1,67500,-2300,-3.3,67000,68200,67000,3325563,2.24E+11,4.91E+13,728002365,1127.4,53.43,57.39,57.44,52.77,-5.87,1.5,2.25,0.75
2018-11-21,1,68100,600,0.89,66900,68300,66100,3100596,2.09E+11,4.96E+13,728002365,1127.5,54.63,53.39,55.86,53.39,2.25,1.5,2.25,0.75
2018-11-22,1,69300,1200,1.76,68100,69700,68000,1966126,1.36E+11,5.05E+13,728002365,1131.3,54.02,54.64,54.82,53.53,-1.12,1.5,2.25,0.75
2018-11-23,0,69300,0,0,69500,69700,68400,1499166,1.03E+11,5.05E+13,728002365,1129,50.42,54.66,54.82,50.15,-6.66,1.5,2.25,0.75
2018-11-26,1,70900,1600,2.31,69200,71300,69000,2361766,1.67E+11,5.16E+13,728002365,1130.5,51.63,50.62,52.25,50.1,2.4,1.5,2.25,0.75
2018-11-27,-1,70800,-100,-0.14,71100,71200,69700,2293763,1.61E+11,5.15E+13,728002365,1129.9,51.56,51.54,52.38,50.3,-0.14,1.5,2.25,0.75
2018-11-28,1,71900,1100,1.55,71000,72000,70700,2441991,1.75E+11,5.23E+13,728002365,1129.7,50.29,52.09,52.56,50.06,-2.46,1.5,2.25,0.75
2018-11-29,-1,71500,-400,-0.56,73700,73700,71200,3270078,2.37E+11,5.21E+13,728002365,1128.9,51.45,50.31,52.2,49.41,2.31,1.5,2.25,0.75
2018-11-30,-1,69600,-1900,-2.66,71500,71600,68800,4167055,2.91E+11,5.07E+13,728002365,1121.8,50.93,51.27,51.79,49.65,-1.01,1.75,2.25,0.5
2018-12-03,1,70500,900,1.29,71000,71100,69800,2760290,1.94E+11,5.13E+13,728002365,1120.3,52.95,52.45,53.85,52.03,3.97,1.75,2.25,0.5
2018-12-04,-1,69000,-1500,-2.13,69900,70400,68400,3222060,2.22E+11,5.02E+13,728002365,1113.7,53.25,53.13,54.55,52.43,0.57,1.75,2.25,0.5
2018-12-05,-1,68200,-800,-1.16,67200,68800,67200,3008950,2.05E+11,4.96E+13,728002365,1109.8,52.89,52.59,54.44,52.16,-0.68,1.75,2.25,0.5
2018-12-06,-1,66000,-2200,-3.23,67800,68200,65700,3902275,2.59E+11,4.80E+13,728002365,1113.6,51.49,52.93,53.3,50.08,-2.65,1.75,2.25,0.5
2018-12-07,1,66800,800,1.21,66700,67400,66600,2590733,1.73E+11,4.86E+13,728002365,1117.8,52.61,51.76,54.22,50.6,2.18,1.75,2.25,0.5
2018-12-10,-1,65500,-1300,-1.95,65900,65900,64700,2206084,1.44E+11,4.77E+13,728002365,1118.2,51,52.03,52.81,50.53,-3.06,1.75,2.25,0.5
2018-12-11,-1,64900,-600,-0.92,66000,66600,64800,2457332,1.61E+11,4.72E+13,728002365,1124.7,51.65,50.89,52.43,50.7,1.27,1.75,2.25,0.5
2018-12-12,1,66200,1300,2,65000,66200,64900,2901875,1.90E+11,4.82E+13,728002365,1129.4,51.15,51.95,52.88,50.94,-0.97,1.75,2.25,0.5
2018-12-13,-1,65500,-700,-1.06,66300,66400,64800,4062323,2.66E+11,4.77E+13,728002365,1127.6,52.58,51.2,53.27,50.35,2.8,1.75,2.25,0.5
2018-12-14,-2,61800,-3700,-5.65,65200,65300,61200,5617675,3.50E+11,4.50E+13,728002365,1124,51.2,52.83,52.95,50.84,-2.62,1.75,2.25,0.5
2018-12-17,1,62200,400,0.65,61600,62500,61000,2506287,1.55E+11,4.53E+13,728002365,1129.2,49.88,51.25,51.87,49.01,-2.58,1.75,2.25,0.5
2018-12-18,-1,61100,-1100,-1.77,61000,61900,60800,3098206,1.90E+11,4.45E+13,728002365,1131.6,46.24,49.16,49.59,45.79,-7.3,1.75,2.25,0.5
2018-12-19,-1,60300,-800,-1.31,60800,61000,59700,3561783,2.14E+11,4.39E+13,728002365,1129.9,47.2,45.93,48,45.93,2.08,1.75,2.25,0.5
2018-12-20,-1,58600,-1700,-2.82,59300,59400,58100,4889709,2.87E+11,4.27E+13,728002365,1125.1,45.88,47.39,47.51,45.67,-2.8,1.75,2.5,0.75
2018-12-21,1,60000,1400,2.39,58200,60500,58200,3946994,2.36E+11,4.37E+13,728002365,1128.9,45.59,46.25,46.77,45.13,-0.63,1.75,2.5,0.75
2018-12-24,1,60400,400,0.67,59600,60700,59200,2101703,1.26E+11,4.40E+13,728002365,1123.9,42.53,45.45,46.24,42.36,-6.71,1.75,2.5,0.75
2018-12-26,-1,60100,-300,-0.5,59400,60800,59300,2455060,1.48E+11,4.38E+13,728002365,1125.2,46.22,42.85,47,42.52,7.09,1.75,2.5,0.75
2018-12-27,1,61600,1500,2.5,61600,61900,60600,3047798,1.87E+11,4.48E+13,728002365,1125.6,44.61,46.58,46.7,44.37,-3.48,1.75,2.5,0.75
2018-12-28,-1,60500,-1100,-1.79,61700,62300,60500,1647462,1.01E+11,4.40E+13,728002365,1121.3,45.33,45.44,46.22,44.42,1.61,1.75,2.5,0.75
2019-01-02,1,60600,100,0.17,61300,61400,60000,1934295,1.17E+11,4.41E+13,728002365,1118.1,46.54,45.8,47.78,44.35,1.42,1.75,2.5,0.75
2019-01-03,-1,57700,-2900,-4.79,60200,60300,57500,3337621,1.95E+11,4.20E+13,728002365,1119,47.09,46.26,47.49,45.35,1.18,1.75,2.5,0.75
2019-01-04,1,58300,600,1.04,57500,58500,56700,3388087,1.95E+11,4.24E+13,728002365,1127.5,47.96,46.9,49.22,46.65,1.85,1.75,2.5,0.75
2019-01-07,1,58700,400,0.69,59000,59700,58400,2273750,1.34E+11,4.27E+13,728002365,1125.2,48.52,48.3,49.79,48.11,1.17,1.75,2.5,0.75
2019-01-08,1,59200,500,0.85,57900,60500,57600,3062192,1.82E+11,4.31E+13,728002365,1118,49.78,48.73,49.95,48.31,2.6,1.75,2.5,0.75
2019-01-09,2,63600,4400,7.43,59600,63800,59400,4928656,3.07E+11,4.63E+13,728002365,1121.7,52.36,49.8,52.58,49.71,5.18,1.75,2.5,0.75
2019-01-10,1,65300,1700,2.67,64100,65600,64000,6034432,3.92E+11,4.75E+13,728002365,1121.6,52.59,52.18,52.78,51.37,0.44,1.75,2.5,0.75
2019-01-11,-1,65100,-200,-0.31,65400,65900,64200,2890639,1.88E+11,4.74E+13,728002365,1118.9,51.59,52.28,53.31,51.18,-1.9,1.75,2.5,0.75
2019-01-14,-1,62100,-3000,-4.61,64300,65100,62000,3282892,2.06E+11,4.52E+13,728002365,1117.6,50.51,51.73,52.11,50.38,-2.09,1.75,2.5,0.75
2019-01-15,1,64000,1900,3.06,62200,64000,62200,2413868,1.53E+11,4.66E+13,728002365,1121.4,52.11,50.78,52.3,50.64,3.17,1.75,2.5,0.75
2019-01-16,1,64800,800,1.25,63800,64900,62700,2478497,1.59E+11,4.72E+13,728002365,1120.1,52.31,52,52.52,51.26,0.38,1.75,2.5,0.75
2019-01-17,1,64900,100,0.15,65500,66200,64600,2830122,1.85E+11,4.72E+13,728002365,1122,52.07,52.3,52.58,50.98,-0.46,1.75,2.5,0.75
2019-01-18,-1,64600,-300,-0.46,65000,65700,63900,2263599,1.46E+11,4.70E+13,728002365,1121.4,53.8,52.23,53.92,52.09,3.32,1.75,2.5,0.75
2019-01-21,1,67000,2400,3.72,65900,67400,65000,3977425,2.63E+11,4.88E+13,728002365,1121.3,54.24,53.66,54.48,53.58,1.1,1.75,2.5,0.75
2019-01-22,-1,66600,-400,-0.6,67900,68000,65700,4047917,2.70E+11,4.85E+13,728002365,1126.5,52.57,53.73,54.24,51.8,-3.08,1.75,2.5,0.75
2019-01-23,1,66800,200,0.3,65500,67200,64800,2825017,1.87E+11,4.86E+13,728002365,1130.2,52.62,52.95,53.64,51.86,0.1,1.75,2.5,0.75
2019-01-24,2,70500,3700,5.54,66900,70500,66900,6914092,4.79E+11,5.13E+13,728002365,1128.2,53.13,52.45,53.47,52.07,0.97,1.75,2.5,0.75
2019-01-25,2,74600,4100,5.82,71600,74800,71100,7163871,5.23E+11,5.43E+13,728002365,1128,53.69,53.17,53.94,52.91,1.05,1.75,2.5,0.75
2019-01-28,-1,71800,-2800,-3.75,74700,74900,71200,4972189,3.64E+11,5.23E+13,728002365,1125.1,51.99,53.56,53.64,51.33,-3.17,1.75,2.5,0.75
2019-01-29,1,73400,1600,2.23,71400,73800,71000,3368642,2.43E+11,5.34E+13,728002365,1116.9,53.31,52.12,53.93,51.84,2.54,1.75,2.5,0.75
2019-01-30,1,75900,2500,3.41,73500,76300,73000,5304841,3.98E+11,5.53E+13,728002365,1118.1,54.23,53.24,54.93,53.09,1.73,1.75,2.5,0.75
2019-01-31,-1,73900,-2000,-2.64,76900,77100,73700,4447535,3.33E+11,5.38E+13,728002365,1117.2,53.79,54.28,55.37,53.62,-0.81,1.75,2.5,0.75
2019-02-01,1,75900,2000,2.71,75400,76400,74700,3349965,2.54E+11,5.53E+13,728002365,1111.6,55.26,54.01,55.66,53.37,2.73,1.75,2.5,0.75
2019-02-07,1,76700,800,1.05,77500,78200,76600,4249110,3.29E+11,5.58E+13,728002365,1116.8,52.64,53.94,54.21,51.8,-2.54,1.75,2.5,0.75
2019-02-08,-1,73500,-3200,-4.17,75200,75500,73000,4012485,2.96E+11,5.35E+13,728002365,1123.4,52.72,52.59,52.99,52.08,0.15,1.75,2.5,0.75
2019-02-11,1,74100,600,0.82,73000,74100,72200,3374192,2.47E+11,5.39E+13,728002365,1124.5,52.41,52.66,52.78,51.23,-0.59,1.75,2.5,0.75
2019-02-12,1,75900,1800,2.43,74100,76400,73900,3526701,2.67E+11,5.53E+13,728002365,1124.5,53.1,52.47,54.05,52.29,1.32,1.75,2.5,0.75
2019-02-13,1,76200,300,0.4,77300,77600,76100,2378193,1.82E+11,5.55E+13,728002365,1124.6,53.9,53.35,54.6,53.27,1.51,1.75,2.5,0.75
2019-02-14,1,77400,1200,1.57,75800,77400,75100,2313376,1.77E+11,5.63E+13,728002365,1121.7,54.41,53.96,54.68,53.08,0.95,1.75,2.5,0.75
2019-02-15,-1,73800,-3600,-4.65,76800,76900,73800,4154616,3.10E+11,5.37E+13,728002365,1125,55.59,54.48,55.87,54.24,2.17,1.75,2.5,0.75
2019-02-18,1,74700,900,1.22,74300,75300,74000,1772434,1.32E+11,5.44E+13,728002365,1127.7,56.27,56.33,56.73,56.12,-0.11,1.75,2.5,0.75
2019-02-19,-1,73700,-1000,-1.34,74500,74800,73000,1462071,1.08E+11,5.37E+13,728002365,1124.7,56.09,55.78,56.33,55.29,-0.32,1.75,2.5,0.75
2019-02-20,1,75700,2000,2.71,73700,76000,73600,3134257,2.36E+11,5.51E+13,728002365,1127.5,56.92,55.94,57.55,55.48,1.48,1.75,2.5,0.75
2019-02-21,1,76700,1000,1.32,75300,77200,74600,2874589,2.19E+11,5.58E+13,728002365,1122.6,56.96,57.24,57.61,56.64,0.07,1.75,2.5,0.75
2019-02-22,0,76700,0,0,75600,76700,75300,1882653,1.43E+11,5.58E+13,728002365,1124.4,57.26,56.84,57.81,56.71,0.53,1.75,2.5,0.75
2019-02-25,-1,75400,-1300,-1.69,77300,77600,74800,2865712,2.17E+11,5.49E+13,728002365,1125.7,55.48,57.17,57.53,55.08,-3.11,1.75,2.5,0.75
2019-02-26,-1,75200,-200,-0.27,75000,75900,74100,2483512,1.86E+11,5.47E+13,728002365,1120.8,55.5,55.46,56.08,55.02,0.04,1.75,2.5,0.75
2019-02-27,-1,73700,-1500,-1.99,75300,75700,73700,2864044,2.13E+11,5.37E+13,728002365,1118.3,56.94,55.95,57.39,55.72,2.59,1.75,2.5,0.75
2019-02-28,-2,70000,-3700,-5.02,72500,72600,69900,7869451,5.56E+11,5.10E+13,728002365,1117.8,57.22,57,57.43,56.43,0.49,1.75,2.5,0.75
2019-03-04,1,70100,100,0.14,70300,71400,69900,4931703,3.48E+11,5.10E+13,728002365,1119.9,56.59,55.83,57,55.81,1.42,1.75,2.5,0.75
2019-03-05,-1,69700,-400,-0.57,68300,70000,68300,3465521,2.40E+11,5.07E+13,728002365,1125,56.56,56.45,57.19,56.09,-0.05,1.75,2.5,0.75
2019-03-06,-1,68100,-1600,-2.3,68500,69600,67400,4958303,3.38E+11,4.96E+13,728002365,1125.8,56.22,56.28,56.4,55.42,-0.6,1.75,2.5,0.75
2019-03-07,0,68100,0,0,67200,68900,67100,3402570,2.31E+11,4.96E+13,728002365,1127.8,56.66,56.2,56.99,56.08,0.78,1.75,2.5,0.75
2019-03-08,-1,66700,-1400,-2.06,67900,68200,66200,3571792,2.39E+11,4.86E+13,728002365,1128.3,56.07,56.43,56.51,54.52,-1.04,1.75,2.5,0.75
2019-03-11,-1,66600,-100,-0.15,67000,67800,66200,2869008,1.92E+11,4.85E+13,728002365,1134,56.79,56.07,57.01,55.96,1.28,1.75,2.5,0.75
