date,등락지표,등락.분류,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수,환율,유가종가,유가오픈,유가고가,유가저가,유가변동률,한국은행기준금리,연준기준금리,한미기준금리차이,반도체수출금액지수,삼성종가,SOX종가,SOX변동률,BTC종가,BTC변동률
2013-06-21,-1,-1,30800,-250,-0.81,30200,31000,30000,5163521,1.57E+11,2.14E+13,694442812,1144.6,93.69,94.96,95.84,93.12,-1.79,2.5,0.25,-2.25,91.17,1325000,460.85,0.25,109.5,-1.61
2013-06-24,-1,-1,29750,-1050,-3.41,30900,30950,29750,4897019,1.47E+11,2.07E+13,694442812,1155.6,95.18,93.85,95.59,92.67,1.59,2.5,0.25,-2.25,91.17,1313000,451.55,-2.02,102.1,-5.38
2013-06-25,-1,-1,29500,-250,-0.84,29500,30300,28900,6659713,1.97E+11,2.05E+13,694442812,1157.1,95.32,95.02,96.17,94.59,0.15,2.5,0.25,-2.25,91.17,1297000,462.51,2.43,103.3,1.21
2013-06-26,1,1,30250,750,2.54,30150,30400,29700,5040418,1.52E+11,2.1E+13,694442812,1159.1,95.5,95.17,95.7,93.68,0.19,2.5,0.25,-2.25,91.17,1261000,464.93,0.52,104,0.65
2013-06-27,1,1,30650,400,1.32,30900,31000,30600,5209137,1.6E+11,2.13E+13,694472461,1153.4,97.05,95.52,97.41,95.35,1.62,2.5,0.25,-2.25,91.17,1339000,466.74,0.39,101.7,-2.17
2013-06-28,1,1,31200,550,1.79,30900,31200,30450,4309458,1.33E+11,2.17E+13,694472461,1149.7,96.56,96.81,97.82,96.33,-0.5,2.5,0.25,-2.25,91.17,1342000,468.43,0.36,94.7,-6.96
2013-07-01,1,1,31550,350,1.12,30950,31850,30850,4062599,1.28E+11,2.19E+13,694472461,1145.3,97.99,96.58,98.28,96.07,1.48,2.5,0.25,-2.25,91.17,1326000,467.73,-0.15,88.1,-9.7
2013-07-02,-1,-2,28800,-2750,-8.72,31500,31550,28750,21019436,6.2E+11,2E+13,694710554,1136.9,99.6,98.06,99.87,97.78,1.64,2.5,0.25,-2.25,91.17,1335000,468.18,0.1,90.4,2.68
2013-07-03,-1,-1,28750,-50,-0.17,29350,29800,28550,10969350,3.2E+11,2E+13,694710554,1132.9,101.24,99.61,102.18,99.59,1.65,2.5,0.25,-2.25,91.17,1301000,469.8,0.35,78.9,-12.74
2013-07-04,0,0,28750,0,0,28950,29050,28000,9130872,2.6E+11,2E+13,694710554,1140.6,101.4,101.27,101.57,100.71,0.16,2.5,0.25,-2.25,91.17,1317000,472.96,0.85,80,1.46
2013-07-05,-1,-1,28400,-350,-1.22,28950,29300,27950,7983219,2.29E+11,1.97E+13,694710554,1140.2,103.22,101.09,103.68,100.71,1.79,2.5,0.25,-2.25,91.17,1267000,476.12,1.35,68.5,-14.42
2013-07-08,-1,-1,27800,-600,-2.11,28100,28600,27400,7227558,2.01E+11,1.93E+13,694710554,1141.7,103.14,103.95,104.12,102.13,-0.08,2.5,0.25,-2.25,91.17,1226000,466.5,-2.02,76,-0.65
2013-07-09,1,1,28350,550,1.98,28050,28450,27750,5276470,1.49E+11,1.97E+13,694710554,1151.4,103.53,103,104.76,102.31,0.38,2.5,0.25,-2.25,91.17,1237000,471.41,1.05,76.7,0.92
2013-07-10,-1,-1,27500,-850,-3,28150,28300,27400,6362139,1.77E+11,1.91E+13,694710554,1144.7,106.52,104.57,106.66,104.21,2.89,2.5,0.25,-2.25,91.17,1248000,476.7,1.12,88,14.73
2013-07-11,1,1,28400,900,3.27,27900,28400,27650,6330650,1.78E+11,1.97E+13,694716983,1138.8,104.91,106.15,107.45,104.31,-1.51,2.5,0.25,-2.25,91.17,1312000,486.56,2.07,89,1.11
2013-07-12,1,1,28500,100,0.35,28450,28650,28100,4499172,1.28E+11,1.98E+13,694716983,1124.9,105.95,104.58,106.33,104.36,0.99,2.5,0.25,-2.25,91.17,1312000,489.61,0.63,94,5.63
2013-07-15,-1,-1,28450,-50,-0.18,28500,28750,28050,2613544,74303874050,1.98E+13,694716983,1122.3,106.32,106.05,106.63,104.65,0.35,2.5,0.25,-2.25,91.17,1313000,489.33,-0.06,98.9,4.73
2013-07-16,0,0,28450,0,0,28650,28700,28300,2886705,82295193650,1.98E+13,694716983,1122.6,106,106.44,107.18,105.66,-0.3,2.5,0.25,-2.25,91.17,1298000,491.06,0.35,97.1,-1.81
2013-07-17,1,1,28600,150,0.53,28750,28850,28200,4374401,1.25E+11,1.99E+13,694719386,1119,106.48,105.78,106.6,105.11,0.45,2.5,0.25,-2.25,91.17,1320000,491.58,0.11,98.5,1.44
2013-07-18,1,1,29200,600,2.1,28950,29450,28750,6437820,1.88E+11,2.03E+13,694719386,1118.1,108.04,106.56,108.43,106.15,1.47,2.5,0.25,-2.25,91.17,1292000,487.22,-0.89,90.1,-8.56
2013-07-19,-1,-1,28400,-800,-2.74,29300,29350,28400,5306867,1.52E+11,1.97E+13,694719386,1122.3,108.05,108.12,109.32,107.48,0.01,2.5,0.25,-2.25,91.17,1273000,486.17,-0.22,92,2.14
2013-07-22,-1,-1,28000,-400,-1.41,28400,28500,27850,5042732,1.42E+11,1.95E+13,694719386,1123.5,106.91,108.34,108.79,106.43,-1.06,2.5,0.25,-2.25,91.17,1273000,485.15,-0.21,91.6,-0.43
2013-07-23,1,1,28200,200,0.71,27900,28400,27750,4952809,1.39E+11,1.96E+13,694719386,1118.5,107.23,107,107.55,105.46,0.3,2.5,0.25,-2.25,91.17,1307000,483.52,-0.34,95.6,4.32
2013-07-24,1,1,28550,350,1.24,28300,28750,28300,3818831,1.09E+11,1.98E+13,694719386,1116.5,105.39,107.36,107.52,104.79,-1.72,2.5,0.25,-2.25,91.17,1315000,474.69,-1.83,95.1,-0.49
2013-07-25,1,1,28600,50,0.18,29150,29250,28400,6778488,1.95E+11,1.99E+13,694728326,1114.1,105.49,105.37,105.87,104.08,0.09,2.5,0.25,-2.25,91.17,1315000,477.4,0.57,96.9,1.96
2013-07-26,-1,-1,28150,-450,-1.57,28850,28850,27900,7755181,2.19E+11,1.96E+13,694728326,1117.3,104.7,105.56,105.63,103.9,-0.75,2.5,0.25,-2.25,91.17,1303000,473.12,-0.9,96,-0.96
2013-07-29,-1,-1,27000,-1150,-4.09,27950,27950,26900,15227768,4.14E+11,1.88E+13,694728326,1111.7,104.55,104.61,105.37,103.87,-0.14,2.5,0.25,-2.25,91.17,1283000,469.97,-0.67,101.5,2.73
2013-07-30,1,1,27100,100,0.37,27050,27300,26600,6903868,1.86E+11,1.88E+13,694728326,1109.4,103.08,104.52,104.54,102.67,-1.41,2.5,0.25,-2.25,91.17,1290000,475.59,1.2,108,6.39
2013-07-31,1,1,27200,100,0.37,27200,27350,27150,4386284,1.2E+11,1.89E+13,695193593,1113.6,105.03,103.15,105.43,102.93,1.89,2.5,0.25,-2.25,91.17,1280000,477.78,0.46,106.2,-1.62
2013-08-01,1,1,27400,200,0.74,27250,27450,27100,6151190,1.68E+11,1.9E+13,695193593,1119.6,107.89,105.26,108.06,105.1,2.72,2.5,0.25,-2.25,102.85,1280000,486.6,1.85,104,-2.08
2013-08-02,1,1,27450,50,0.18,27500,27700,27250,6877232,1.89E+11,1.91E+13,695193593,1121.4,106.94,107.8,108.82,106.45,-0.88,2.5,0.25,-2.25,102.85,1286000,483.38,-0.66,104.5,0.48
2013-08-05,-1,-1,27400,-50,-0.18,27300,27400,27150,4180804,1.14E+11,1.9E+13,695193593,1125.4,106.56,106.84,107.69,105.7,-0.36,2.5,0.25,-2.25,102.85,1274000,482.14,-0.26,106.7,1.52
2013-08-06,1,1,27550,150,0.55,27600,27750,27350,4125157,1.14E+11,1.92E+13,695403540,1116.3,105.3,106.48,107.27,104.86,-1.18,2.5,0.25,-2.25,102.85,1254000,478.68,-0.72,106.6,-0.15
2013-08-07,-1,-1,26550,-1000,-3.63,27350,27400,26550,7771130,2.08E+11,1.85E+13,695403540,1114.2,104.37,105.68,105.77,104.1,-0.88,2.5,0.25,-2.25,102.85,1222000,474.12,-0.95,106,-0.53
2013-08-08,-1,-1,26200,-350,-1.32,26350,26600,26000,5396449,1.42E+11,1.82E+13,695403540,1117.3,103.4,104.18,104.96,102.22,-0.93,2.5,0.25,-2.25,102.85,1217000,474.31,0.04,103.1,-2.77
2013-08-09,1,1,26650,450,1.72,26200,27100,26200,4669522,1.25E+11,1.85E+13,695403540,1113.6,105.97,103.87,106.24,103.62,2.49,2.5,0.25,-2.25,102.85,1230000,471.76,-0.54,102.8,-0.24
2013-08-12,1,1,27000,350,1.31,26650,27300,26600,3849323,1.04E+11,1.88E+13,695421175,1111.8,106.11,105.84,106.46,105.03,0.13,2.5,0.25,-2.25,102.85,1232000,473.62,0.39,106.8,1.72
2013-08-13,1,1,28300,1300,4.81,27050,28300,27050,8719662,2.43E+11,1.97E+13,695421175,1113,106.83,106.15,107.2,105.56,0.68,2.5,0.25,-2.25,102.85,1290000,479.07,1.15,109.6,2.61
2013-08-14,1,1,29150,850,3,28750,29200,28600,10262550,2.97E+11,2.03E+13,695421175,1116.5,106.85,106.54,107.06,105.6,0.02,2.5,0.25,-2.25,102.85,1300000,471.34,-1.61,112.6,2.7
2013-08-16,-1,-1,28700,-450,-1.54,28700,29000,28500,5110848,1.47E+11,2.04E+13,710200891,1119.5,107.46,107.18,108.17,106.56,0.12,2.5,0.25,-2.25,102.85,1295000,462.46,0.35,109,-0.91
2013-08-19,-1,-1,28550,-150,-0.52,28550,28650,28300,2594470,72353704150,2.03E+13,710200891,1115,107.1,107.78,107.8,106.56,-0.34,2.5,0.25,-2.25,102.85,1286000,459.29,-0.69,118.5,4.52
2013-08-20,-1,-1,28500,-50,-0.18,28500,29150,28400,5699909,1.63E+11,2.02E+13,710200891,1113.7,104.96,106.93,107.1,104.5,-2,2.5,0.25,-2.25,102.85,1269000,461.83,0.55,121.2,2.28
2013-08-21,-1,-1,28200,-300,-1.05,28700,28850,28050,3079266,87304982050,2E+13,710200891,1121.9,103.85,105.18,105.35,103.5,-1.06,2.5,0.25,-2.25,102.85,1256000,458.53,-0.71,123.3,1.73
2013-08-22,-1,-1,28050,-150,-0.53,27800,28350,27700,3639542,1.02E+11,1.99E+13,710200891,1118.1,105.03,103.86,105.25,103.53,1.14,2.5,0.25,-2.25,102.85,1255000,463.83,1.16,122,-1.05
2013-08-23,1,1,28500,450,1.6,28400,28850,28300,4137108,1.18E+11,2.02E+13,710200891,1124.3,106.42,105.22,106.94,104.3,1.32,2.5,0.25,-2.25,102.85,1295000,463.82,0,118.5,-2.86
2013-08-26,-1,-1,28350,-150,-0.53,28500,28700,28150,2937697,83312710650,2.01E+13,710200891,1118.2,105.92,106.91,107.37,105.56,-0.47,2.5,0.25,-2.25,102.85,1300000,462.92,-0.19,120.1,-1.67
2013-08-27,-1,-1,27950,-400,-1.41,28100,28350,27800,3547412,99328960300,1.99E+13,710200891,1113,109.01,106.14,109.32,105.88,2.92,2.5,0.25,-2.25,102.85,1304000,451.21,-2.53,131.3,9.34
2013-08-28,-1,-1,27700,-250,-0.89,27350,27850,27350,3556086,98077188400,1.97E+13,710200891,1115.8,110.1,109.22,112.24,109.11,1,2.5,0.25,-2.25,102.85,1309000,456.39,1.15,128.8,-1.93
2013-08-29,-1,-1,27450,-250,-0.9,27700,28000,27400,5326833,1.47E+11,1.95E+13,710200891,1117,108.8,109.53,110.07,107.72,-1.18,2.5,0.25,-2.25,102.85,1344000,461.82,1.19,129.3,0.42
2013-08-30,1,1,28250,800,2.91,27600,28250,27550,5663772,1.58E+11,2.01E+13,710200891,1110.9,107.65,108.17,108.75,106.75,-1.06,2.5,0.25,-2.25,102.85,1368000,457.7,-0.89,138,6.75
2013-09-02,1,1,28300,50,0.18,28500,28650,28200,3035909,86201425550,2.01E+13,710200891,1109.6,106.75,105.91,107.29,105.86,-0.84,2.5,0.25,-2.25,102.85,1351000,459.67,-0.02,144,-1.38
2013-09-03,1,1,28450,150,0.53,28550,28650,28300,3100871,87514363100,2.02E+13,710200891,1104.1,108.54,107.07,108.83,104.21,1.68,2.5,0.25,-2.25,102.85,1337000,461.64,0.86,144,0
2013-09-04,1,1,28650,200,0.7,28400,28700,28200,3042973,86704998050,2.03E+13,710200891,1095.9,107.23,108.44,108.61,106.77,-1.21,2.5,0.25,-2.25,102.85,1340000,473.56,2.58,132.5,-7.98
2013-09-05,-1,-1,28150,-500,-1.75,27400,28150,27300,20625403,5.71E+11,2E+13,710200891,1099.8,108.37,107.59,108.54,107.13,1.06,2.5,0.25,-2.25,102.85,1365000,477.04,0.73,130.2,-1.74
2013-09-06,-1,-1,27100,-1050,-3.73,28100,28250,26850,12199781,3.35E+11,1.92E+13,710200891,1093.8,110.53,108.52,110.7,108.12,1.99,2.5,0.25,-2.25,102.85,1369000,475.1,-0.41,121.9,-6.37
2013-09-09,1,1,28450,1350,4.98,27600,28450,27550,9571714,2.69E+11,2.02E+13,710200891,1095.4,109.52,110.28,110.46,108.76,-0.91,2.5,0.25,-2.25,102.85,1373000,481.42,1.33,133.1,5.37
2013-09-10,1,1,28950,500,1.76,28550,28950,28400,6680750,1.92E+11,2.06E+13,710200891,1088.2,107.39,108.92,108.95,106.39,-1.94,2.5,0.25,-2.25,102.85,1396000,490.65,1.92,132.6,-0.36
2013-09-11,-1,-1,28900,-50,-0.17,29100,29300,28700,4893860,1.42E+11,2.05E+13,710200891,1084.9,107.56,107.36,108.09,106.53,0.16,2.5,0.25,-2.25,102.85,1402000,489.04,-0.33,142.1,7.15
2013-09-12,0,0,28900,0,0,29000,29300,28750,6018991,1.75E+11,2.05E+13,710200891,1087.1,108.6,107.77,109.16,107.3,0.97,2.5,0.25,-2.25,102.85,1410000,486.06,-0.61,139.4,-1.94
2013-09-13,1,1,29000,100,0.35,28900,29250,28800,4674307,1.36E+11,2.06E+13,710200891,1083.2,108.21,108.64,108.74,107.23,-0.36,2.5,0.25,-2.25,102.85,1406000,488.23,0.45,140.7,0.94
2013-09-16,1,1,29800,800,2.76,29300,29850,29300,5218534,1.55E+11,2.12E+13,710200891,1085.3,106.59,107.5,108,106.06,-1.5,2.5,0.25,-2.25,102.85,1425000,490.35,0.43,139.4,0.81
2013-09-17,1,1,30300,500,1.68,30000,30450,29650,6788948,2.05E+11,2.15E+13,710200891,1082.2,105.42,106.22,106.43,104.94,-1.1,2.5,0.25,-2.25,102.85,1386000,493.4,0.62,139.1,-0.19
2013-09-23,1,1,30550,250,0.83,30650,30700,30200,4872847,1.49E+11,2.17E+13,710200891,1085.2,103.59,104.89,105.12,103.12,-1.04,2.5,0.25,-2.25,102.85,1360000,491.29,-0.38,133.4,-0.45
2013-09-24,-1,-1,30500,-50,-0.16,30400,30850,30250,3788474,1.16E+11,2.17E+13,710200891,1075.9,103.13,103.44,103.64,102.3,-0.44,2.5,0.25,-2.25,102.85,1373000,494.73,0.7,134.8,1.03
2013-09-25,-1,-1,29750,-750,-2.46,30300,30400,29600,4839999,1.44E+11,2.11E+13,710200891,1074.9,102.66,103.41,103.96,102.2,-0.46,2.5,0.25,-2.25,102.85,1364000,494.95,0.04,135,0.16
2013-09-26,1,1,30350,600,2.02,29750,30600,29700,4297077,1.3E+11,2.16E+13,710200891,1076.8,103.03,102.3,103.29,102.2,0.36,2.5,0.25,-2.25,102.85,1372000,494.71,-0.05,137.1,1.56
2013-09-27,0,0,30350,0,0,30550,30600,29850,3597617,1.09E+11,2.16E+13,710200891,1074.4,102.87,102.91,103.77,102.36,-0.16,2.5,0.25,-2.25,102.85,1366000,490.81,-0.79,138.9,1.33
2013-09-30,-1,-1,30250,-100,-0.33,30300,30750,30000,3883347,1.18E+11,2.15E+13,710200891,1075.6,102.33,102.46,102.76,101.05,-0.52,2.5,0.25,-2.25,102.85,1367000,490.83,0,141.9,-1.38
2013-10-01,-1,-1,29950,-300,-0.99,30200,30500,29800,3094789,93341827050,2.13E+13,710200891,1075.2,102.04,102.31,102.58,101.06,-0.28,2.5,0.25,-2.25,101.29,1382000,495.77,1.01,140.3,-1.13
2013-10-02,1,1,31150,1200,4.01,30650,31250,30600,7077277,2.19E+11,2.21E+13,710200891,1074.5,104.1,101.62,104.23,101.43,2.02,2.5,0.25,-2.25,101.29,1418000,495.1,-0.14,123,-12.33
2013-10-04,1,1,32450,1300,4.17,31700,32450,31550,10794205,3.46E+11,2.3E+13,710200891,1074.6,103.84,102.92,104.19,102.9,0.51,2.5,0.25,-2.25,101.29,1418000,497.72,0.79,136.8,4.45
2013-10-07,1,1,32900,450,1.39,32750,33100,32600,10211692,3.36E+11,2.34E+13,710200891,1071.6,103.03,103.45,103.74,101.86,-0.78,2.5,0.25,-2.25,101.29,1436000,495.09,-0.53,135.8,-1.45
2013-10-08,-1,-1,32750,-150,-0.46,32800,32900,32450,20161933,6.56E+11,2.33E+13,710200891,1070.5,103.49,103.16,104.08,102.85,0.45,2.5,0.25,-2.25,101.29,1430000,486.82,-1.67,136.5,0.51
2013-10-10,1,1,33600,850,2.6,32750,33900,32700,6362115,2.12E+11,2.39E+13,710200891,1073.6,103.01,101.46,103.57,101.16,1.38,2.5,0.25,-2.25,101.29,1430000,496.48,2.34,140.4,0.65
2013-10-11,-1,-1,33350,-250,-0.74,33900,34000,33100,6953280,2.33E+11,2.37E+13,710200891,1075.7,102.02,102.94,102.95,100.6,-0.96,2.5,0.25,-2.25,101.29,1443000,497.38,0.18,140.1,-0.22
2013-10-14,-1,-1,33100,-250,-0.75,33100,33400,32550,4504637,1.48E+11,2.35E+13,710200891,1070.5,102.41,101.37,102.62,101.06,0.38,2.5,0.25,-2.25,101.29,1438000,500.98,0.72,151.4,2.6
2013-10-15,1,1,33450,350,1.06,33450,33600,33250,2875473,95685140750,2.38E+13,710200891,1072.3,101.21,102.19,102.46,100.87,-1.17,2.5,0.25,-2.25,101.29,1457000,496.5,-0.89,158.1,4.44
2013-10-16,-1,-1,33400,-50,-0.15,33800,34300,33250,3964240,1.34E+11,2.37E+13,710200891,1067.9,102.29,100.88,102.97,100.75,1.07,2.5,0.25,-2.25,101.29,1450000,501.58,1.02,152.8,-3.33
2013-10-17,1,1,33800,400,1.2,33800,33900,33400,3432731,1.16E+11,2.4E+13,710200891,1067.1,100.67,102.13,102.32,100.03,-1.58,2.5,0.25,-2.25,101.29,1463000,505.09,0.7,157.6,3.12
2013-10-18,1,1,34600,800,2.37,34000,34650,33950,4896108,1.69E+11,2.46E+13,710200891,1064.4,100.81,100.72,101.71,100.51,0.14,2.5,0.25,-2.25,101.29,1472000,506.44,0.27,168.3,6.78
2013-10-21,-1,-1,34100,-500,-1.45,34650,35000,33900,4601446,1.58E+11,2.42E+13,710200891,1061.4,99.22,100.63,100.95,98.98,-1.58,2.5,0.25,-2.25,101.29,1464000,508.04,0.32,192.8,3.59
2013-10-22,-1,-1,32600,-1500,-4.4,34000,34000,32600,9113649,3E+11,2.32E+13,710200891,1062,97.8,99.06,99.77,97.5,-1.43,2.5,0.25,-2.25,101.29,1455000,507.12,-0.18,203,5.3
2013-10-23,-1,-1,32500,-100,-0.31,32900,33200,32500,5848372,1.91E+11,2.31E+13,710200891,1061.7,96.86,98.12,98.29,96.16,-0.96,2.5,0.25,-2.25,101.29,1442000,490.11,-3.35,228,12.31
2013-10-24,1,1,33100,600,1.85,32500,33150,32300,3285591,1.08E+11,2.35E+13,710200891,1056.5,97.11,97.1,97.69,95.95,0.26,2.5,0.25,-2.25,101.29,1449000,494.15,0.82,207,-9.21
2013-10-25,-1,-1,32600,-500,-1.51,32950,33000,32500,3464261,1.13E+11,2.32E+13,710200891,1057.2,97.85,97.19,98.06,96.99,0.76,2.5,0.25,-2.25,101.29,1449000,496.3,0.44,197.9,-4.4
2013-10-28,1,1,33100,500,1.53,32650,33250,32600,3104202,1.03E+11,2.35E+13,710200891,1062.3,98.68,97.88,98.82,97.37,0.85,2.5,0.25,-2.25,101.29,1482000,499.49,0.64,206.9,0
2013-10-29,-1,-1,31950,-1150,-3.47,33350,33600,31900,6681059,2.17E+11,2.27E+13,710200891,1061.4,98.2,98.54,98.57,97.69,-0.49,2.5,0.25,-2.25,101.29,1490000,507.04,1.51,216,4.4
2013-10-30,1,1,32850,900,2.82,32300,33000,32300,4858305,1.59E+11,2.33E+13,710200891,1060.9,96.77,97.77,97.82,96.55,-1.46,2.5,0.25,-2.25,101.29,1500000,504.33,-0.53,208,-3.7
2013-10-31,-1,-1,31950,-900,-2.74,32800,32800,31950,4023353,1.3E+11,2.27E+13,710200891,1061.4,96.38,96.62,97.03,96.03,-0.4,2.5,0.25,-2.25,101.29,1465000,507.09,0.55,211.2,1.52
2013-11-01,1,1,33250,1300,4.07,32150,33300,32100,4753636,1.57E+11,2.36E+13,710200891,1059.9,94.61,96.32,96.65,94.36,-1.84,2.5,0.25,-2.25,84.98,1500000,505.4,-0.33,213.4,1.07
2013-11-04,-1,-1,33050,-200,-0.6,33350,33500,32950,2893775,96037365500,2.35E+13,710200891,1062.6,94.62,94.52,95.11,94.06,0.01,2.5,0.25,-2.25,84.98,1499000,504.68,-0.14,238.2,6.32
2013-11-05,-1,-1,32550,-500,-1.51,33000,33050,32250,1860583,60605427900,2.31E+13,710200891,1062.1,93.37,94.47,94.9,93.07,-1.32,2.5,0.25,-2.25,84.98,1485000,503.13,-0.31,251.3,5.52
2013-11-06,-1,-1,32500,-50,-0.15,32350,32950,32350,1872076,61148350200,2.31E+13,710200891,1062,94.8,93.74,95.4,93.65,1.53,2.5,0.25,-2.25,84.98,1451000,504.91,0.35,264.1,5.09
2013-11-07,-1,-1,32350,-150,-0.46,32600,32750,32350,1825749,59431176200,2.3E+13,710200891,1062,94.2,94.91,95.31,93.8,-0.63,2.5,0.25,-2.25,84.98,1437000,495.2,-1.92,309.6,17.25
2013-11-08,-1,-1,32250,-100,-0.31,32050,32950,32050,2964930,96438820200,2.29E+13,710200891,1060.7,94.6,94.36,94.92,93.9,0.42,2.5,0.25,-2.25,84.98,1410000,500.98,1.17,355,14.65
2013-11-11,-1,-1,31500,-750,-2.33,32400,32700,31350,3518342,1.13E+11,2.24E+13,710200891,1063.5,95.14,94.45,95.38,94.11,0.57,2.5,0.25,-2.25,84.98,1428000,500.4,-0.12,363,7.93
2013-11-12,1,1,31950,450,1.43,31900,32400,31700,3027493,97014791450,2.27E+13,710200891,1068.5,93.04,95,95.22,92.86,-2.21,2.5,0.25,-2.25,84.98,1456000,503.61,0.64,380,4.7
2013-11-13,-1,-1,31550,-400,-1.25,31850,32000,31500,2266975,71789928800,2.24E+13,710200891,1070.9,93.88,93.07,94.54,92.93,0.9,2.5,0.25,-2.25,84.98,1419000,508,0.87,434.9,14.42
2013-11-14,1,1,32300,750,2.38,32350,32650,32000,3084645,99651496350,2.29E+13,710200891,1072.9,93.76,93.5,94.43,92.51,-0.13,2.5,0.25,-2.25,84.98,1424000,505.39,-0.51,433.4,-0.33
2013-11-15,1,1,33700,1400,4.33,32550,33800,32550,5187831,1.73E+11,2.39E+13,710200891,1067.3,93.84,93.89,94.55,93.58,0.09,2.5,0.25,-2.25,84.98,1462000,508.94,0.7,433.9,0.12
2013-11-18,1,1,33750,50,0.15,33900,34100,33500,2917194,98545169320,2.4E+13,710200891,1066.7,93.03,93.78,94.3,92.72,-0.86,2.5,0.25,-2.25,84.98,1474000,504.22,-0.93,785.4,48.67
2013-11-19,-1,-1,33450,-300,-0.89,33700,33850,33300,2790771,93761878750,2.38E+13,710200891,1060.7,93.34,93,93.46,92.43,0.33,2.5,0.25,-2.25,84.98,1489000,497.88,-1.26,645.7,-17.79
2013-11-20,-1,-1,32500,-950,-2.84,33150,33200,32350,4652929,1.52E+11,2.31E+13,710200891,1055.8,93.33,93.33,93.93,92.73,-0.01,2.5,0.25,-2.25,84.98,1470000,495.63,-0.45,638,-1.2
2013-11-21,-1,-1,32050,-450,-1.38,32400,32450,31750,3397106,1.09E+11,2.28E+13,710200891,1056.3,95.44,93.73,95.63,93.47,2.26,2.5,0.25,-2.25,84.98,1440000,504.23,1.74,764.9,19.9
2013-11-22,1,1,32400,350,1.09,32800,32900,32250,3511174,1.15E+11,2.3E+13,710200891,1061.9,94.84,95.29,95.57,94.05,-0.63,2.5,0.25,-2.25,84.98,1450000,504.61,0.08,802,4.85
2013-11-25,1,1,33250,850,2.62,32800,33400,32750,2869284,95341471550,2.36E+13,710200891,1061.6,94.09,94.15,94.5,93.08,-0.79,2.5,0.25,-2.25,84.98,1465000,504.01,-0.12,830,4.4
2013-11-26,1,1,33600,350,1.05,33300,33600,32750,3288876,1.1E+11,2.39E+13,710200891,1060.6,93.68,94.21,94.69,93.43,-0.44,2.5,0.25,-2.25,84.98,1479000,508.32,0.86,970,16.86
2013-11-27,1,1,34600,1000,2.98,33750,34700,33500,6944989,2.37E+11,2.46E+13,710200891,1060.3,92.3,93.5,93.6,91.77,-1.47,2.5,0.25,-2.25,84.98,1470000,510.01,0.33,1079.9,11.33
2013-11-28,1,1,35450,850,2.46,35100,35450,34850,6520172,2.3E+11,2.52E+13,710200891,1060.9,92.28,92.19,92.36,92.08,-0.03,2.5,0.25,-2.25,84.98,1494000,510.13,0.19,1101.4,1.99
2013-11-29,-1,-1,35400,-50,-0.14,35550,35900,35150,4030182,1.43E+11,2.51E+13,710200891,1062.1,92.72,92.33,93.9,92.06,0.48,2.5,0.25,-2.25,84.98,1494000,510.25,0.05,1206.9,9.58
2013-12-02,1,1,35700,300,0.85,35650,35900,35250,3268831,1.17E+11,2.54E+13,710200891,1058.9,93.82,92.71,94.08,92.56,1.19,2.5,0.25,-2.25,84.98,1467000,509.4,-0.17,1096.6,9.18
2013-12-03,-1,-1,34700,-1000,-2.8,35500,35700,34600,4945227,1.73E+11,2.46E+13,710200891,1057.7,96.04,93.86,96.96,93.67,2.37,2.5,0.25,-2.25,84.98,1461000,511.2,0.35,1154.9,5.32
2013-12-04,1,1,34800,100,0.29,34850,35400,34750,3284235,1.15E+11,2.47E+13,710200891,1061.3,97.2,96.9,97.58,96.3,1.21,2.5,0.25,-2.25,84.98,1432000,508.77,-0.48,1237.6,7.16
2013-12-05,-1,-1,34250,-550,-1.58,34550,34900,34200,4205701,1.45E+11,2.43E+13,710200891,1061.2,97.38,97.33,97.99,97.01,0.19,2.5,0.25,-2.25,84.98,1440000,509.95,0.23,1106.3,-10.6
2013-12-06,1,1,35500,1250,3.65,34400,35650,34400,4156598,1.47E+11,2.52E+13,710200891,1060.7,97.65,97.38,98.07,97.08,0.28,2.5,0.25,-2.25,84.98,1428000,515.63,1.11,845,-23.62
2013-12-09,1,1,36350,850,2.39,36000,36700,35950,5211103,1.9E+11,2.58E+13,710200891,1058.2,97.34,97.66,97.97,97.1,-0.32,2.5,0.25,-2.25,84.98,1454000,516.81,0.23,919,14.3
2013-12-10,1,1,36500,150,0.41,36800,37100,36400,5070477,1.86E+11,2.59E+13,710200891,1053.1,98.51,97.25,98.74,97.24,1.2,2.5,0.25,-2.25,84.98,1440000,515.34,-0.28,1033.7,12.49
2013-12-11,1,1,36800,300,0.82,36500,37150,36400,3600547,1.33E+11,2.61E+13,710200891,1052.5,97.44,98.65,98.75,97.2,-1.09,2.5,0.25,-2.25,84.98,1420000,510.17,-1,919.9,-11.01
2013-12-12,-1,-1,36450,-350,-0.95,36300,36500,35850,5008826,1.81E+11,2.59E+13,710200891,1051.9,97.5,97.55,98.18,97.31,0.06,2.5,0.25,-2.25,84.98,1410000,505.84,-0.85,900,-2.17
2013-12-13,1,1,36500,50,0.14,36300,36600,35850,2488730,90238321300,2.59E+13,710200891,1053.5,96.6,97.58,97.62,96.26,-0.92,2.5,0.25,-2.25,84.98,1390000,505.52,-0.06,936.8,4.09
