date,종가,환율,유가종가,유가오픈,유가고가,유가저가,유가변동률,한국은행기준금리,연준기준금리,한미기준금리차이,반도체수출금액지수,SOX종가,SOX변동률,BTC종가,BTC변동률,등락.분류
2016-12-01,44200,1168.0,51.06,49.07,51.8,48.98,3.28,1.25,0.5,-0.75,121.57,836.79,-4.85,752.6,1.37,1
2011-02-09,29550,1104.4,86.71,87.35,87.95,86.36,-0.26,2.75,0.25,-2.5,70.04,457.6,-0.72,1.1,18.74,-1
2019-10-18,77400,1186.6,53.78,54.09,54.62,53.35,-0.28,1.5,2.0,0.5,161.06,1590.09,-1.06,7948.5,-1.55,-1
2016-12-08,46250,1169.4,50.84,49.88,50.98,49.61,2.15,1.25,0.5,-0.75,121.57,895.7,0.82,768.5,0.38,1
2018-08-08,79800,1125.7,66.94,69.09,69.37,66.32,-3.22,1.5,2.0,0.5,218.72,1403.77,0.27,6283.6,-6.56,-1
2018-12-17,62200,1129.2,49.88,51.25,51.87,49.01,-2.58,1.75,2.25,0.5,145.08,1162.46,-1.28,3526.1,8.57,1
2018-03-13,90000,1064.3,60.71,61.37,61.97,60.27,-1.06,1.5,1.5,0.0,187.7,1423.46,-1.55,9154.9,0.19,2
2019-03-19,68000,1133.7,59.03,59.01,59.57,58.62,-0.1,1.75,2.5,0.75,164.28,1407.35,1.34,4017.0,0.67,1
2011-08-29,19450,1084.5,87.27,85.33,87.62,85.11,2.23,3.25,0.25,-3.0,78.94,358.44,3.66,9.0,-1.1,2
2017-02-20,49900,1145.3,53.97,53.78,54.24,53.73,0.33,1.25,0.75,-0.5,123.05,983.62,0.99,1077.6,2.73,-1
2013-03-20,28600,1110.2,92.96,92.09,93.28,92.09,0.87,2.75,0.25,-2.5,81.75,432.01,1.24,64.5,9.05,-1
2019-11-07,83600,1157.5,57.15,56.35,57.88,56.27,1.42,1.25,1.75,0.5,149.88,1727.68,0.7,9223.5,-1.24,1
2016-08-12,34350,1098.6,44.49,43.46,44.78,43.31,2.3,1.25,0.5,-0.75,107.01,779.84,0.46,587.1,-0.12,-1
2019-06-03,66600,1191.2,53.25,53.42,54.63,52.11,-0.47,1.75,2.5,0.75,149.27,1300.52,0.33,8124.8,-6.92,1
2012-11-20,25350,1086.9,86.75,89.15,89.19,86.17,-2.83,2.75,0.25,-2.5,87.23,361.81,-0.37,11.7,-0.59,1
2013-06-21,30800,1144.6,93.69,94.96,95.84,93.12,-1.79,2.5,0.25,-2.25,91.17,460.85,0.25,109.5,-1.61,-1
2017-07-24,73000,1121.2,46.34,45.62,46.53,45.4,1.25,1.25,1.25,0.0,151.45,1103.01,-0.41,2763.4,0.25,1
2020-02-05,97700,1189.4,50.75,49.51,51.88,49.47,2.3,1.25,1.75,0.5,182.42,1909.52,2.19,9611.8,4.54,1
2012-04-18,28050,1138.9,102.67,104.22,104.51,102.19,-1.47,3.25,0.25,-3.0,72.52,419.51,-0.87,5.1,2.81,-1
2018-01-29,75300,1064.8,65.56,66.18,66.46,64.98,-0.88,1.5,1.5,0.0,185.53,1378.42,-0.21,11244.8,-4.67,-1
2013-10-01,29950,1075.2,102.04,102.31,102.58,101.06,-0.28,2.5,0.25,-2.25,101.29,495.77,1.01,140.3,-1.13,-1
2013-04-16,29100,1124.7,88.72,87.42,88.96,86.06,0.01,2.75,0.25,-2.5,81.75,431.85,2.17,68.4,-17.03,-1
2011-02-18,29400,1116.2,86.2,86.4,87.88,85.65,-0.19,2.75,0.25,-2.5,70.04,471.46,-0.37,0.9,-13.57,1
2016-09-20,39250,1120.0,43.44,43.13,44.05,42.55,0.32,1.25,0.5,-0.75,109.03,799.11,-0.49,609.2,-0.1,1
2018-05-31,93400,1081.3,67.04,68.24,68.3,66.56,-1.72,1.5,1.75,0.25,207.97,1379.0,-0.78,7502.6,1.39,-1
2020-06-08,91000,1213.1,38.19,39.41,40.44,37.96,-3.44,0.75,0.25,-0.5,173.6,1998.62,-0.26,9777.9,0.36,1
2013-05-20,30700,1114.3,96.71,95.93,97.11,95.23,0.72,2.75,0.25,-2.5,93.42,469.12,-0.32,122.0,-0.39,1
2011-02-22,28800,1116.4,93.57,86.33,94.49,86.25,8.55,2.75,0.25,-2.5,70.04,452.81,-3.96,0.9,0.0,0
2016-10-05,42600,1105.1,49.83,49.26,49.97,49.1,2.34,1.25,0.5,-0.75,107.3,833.71,0.77,611.8,0.47,1
2012-10-25,24300,1103.7,86.05,85.65,86.75,85.23,0.37,3.0,0.25,-2.75,88.11,365.48,1.38,10.9,-6.78,1
2018-03-27,81400,1081.2,65.25,65.53,66.41,64.53,-0.46,1.5,1.75,0.25,187.7,1327.94,-3.78,7801.7,-4.2,-1
2012-10-10,23000,1110.6,91.25,92.26,93.66,91.02,-1.23,3.0,0.25,-2.75,88.11,368.03,-1.36,12.1,1.85,-1
2013-10-17,33800,1067.1,100.67,102.13,102.32,100.03,-1.58,2.5,0.25,-2.25,101.29,505.09,0.7,157.6,3.12,1
2014-10-27,44600,1059.3,81.0,81.27,81.29,79.44,-0.01,2.25,0.25,-2.0,113.63,614.23,0.36,350.1,0.41,-1
2014-03-21,38700,1075.3,99.46,98.59,100.25,98.25,0.03,2.5,0.25,-2.25,99.53,582.54,-0.87,549.6,-2.9,1
2015-04-29,46900,1070.9,58.58,56.93,59.33,56.54,2.66,1.75,0.25,-1.5,98.49,692.19,-0.58,225.4,-0.17,-1
2015-11-23,30650,1156.9,41.75,41.49,42.75,40.41,3.37,1.5,0.25,-1.25,99.06,657.18,-1.29,322.1,-0.2,-1
2015-12-03,31150,1159.3,41.08,40.15,41.78,40.07,2.85,1.5,0.25,-1.25,78.93,678.72,-0.58,360.3,0.09,-1
2018-05-09,83400,1078.2,71.14,70.05,71.36,69.85,3.01,1.5,1.75,0.25,207.97,1336.68,1.42,9319.1,1.33,-1
2010-12-07,23600,1133.6,88.69,88.92,90.76,88.04,-0.77,2.5,0.25,-2.25,79.06,411.51,-0.06,0.2,0.0,-1
2012-10-08,23700,1110.6,89.33,89.85,89.89,88.21,-0.61,3.0,0.25,-2.75,88.11,379.13,-1.08,11.8,0.0,1
2014-01-15,36650,1058.4,94.17,92.65,94.64,92.43,1.71,2.5,0.25,-2.25,84.98,544.21,0.85,941.2,2.39,-1
2013-10-10,33600,1073.6,103.01,101.46,103.57,101.16,1.38,2.5,0.25,-2.25,101.29,496.48,2.34,140.4,0.65,1
2016-02-17,30050,1216.6,30.66,29.14,31.49,28.73,5.58,1.5,0.5,-1.0,78.93,606.05,2.39,417.1,2.64,1
2017-01-19,49600,1165.6,51.37,51.39,51.87,51.02,0.57,1.25,0.75,-0.5,121.57,918.03,-0.47,895.2,2.66,1
2019-12-26,94800,1163.7,61.68,61.2,61.83,61.06,0.8,1.25,1.75,0.5,149.88,1864.49,0.12,7210.9,-0.19,1
2011-02-24,26900,1125.8,97.28,98.97,103.41,95.62,-0.84,2.75,0.25,-2.5,70.04,451.9,1.72,1.0,10.82,-1
2011-01-04,25600,1127.5,89.38,91.5,92.07,88.36,-2.37,2.5,0.25,-2.25,79.06,415.58,0.13,0.3,0.0,1
2011-01-12,26350,1126.2,91.86,91.18,92.39,90.79,0.82,2.5,0.25,-2.25,79.06,440.01,1.97,0.3,0.0,1
2016-03-14,30350,1200.1,37.18,38.17,38.77,36.68,-3.43,1.5,0.5,-1.0,100.61,656.35,-0.42,414.3,0.46,-1
2012-10-11,22900,1114.3,92.07,91.27,92.94,91.09,0.9,3.0,0.25,-2.75,88.11,368.66,0.17,12.0,-0.74,-1
2012-12-13,26250,1075.7,85.89,86.77,86.97,85.81,-1.01,2.75,0.25,-2.5,76.2,383.67,-1.05,13.7,0.0,1
2018-03-22,88600,1071.4,64.3,65.5,65.74,64.14,-1.33,1.5,1.75,0.25,187.7,1368.98,-2.77,8726.2,-2.02,1
2019-02-26,75200,1120.8,55.5,55.46,56.08,55.02,0.04,1.75,2.5,0.75,132.76,1366.58,-0.68,3810.3,-0.61,-1
2020-07-02,84400,1201.6,40.65,39.78,40.74,39.46,2.08,0.5,0.25,-0.25,164.17,1993.61,1.35,9085.1,-1.57,-1
2016-02-11,27150,1195.1,26.21,27.34,27.48,26.05,-4.52,1.5,0.5,-1.0,78.93,559.18,-0.79,379.5,-0.64,-1
2015-02-05,47150,1089.2,50.48,48.67,52.1,47.36,4.19,2.0,0.25,-1.75,102.6,675.69,0.98,216.5,-4.44,-1
2012-01-12,24150,1159.4,99.1,101.0,102.98,98.5,-1.75,3.25,0.25,-3.0,72.25,391.75,1.0,6.8,-1.45,-1
2010-11-02,21900,1117.4,83.9,82.88,84.47,82.83,1.15,2.25,0.25,-2.0,80.1,374.19,0.74,0.2,0.0,-1
2020-10-27,82600,1129.1,39.57,38.59,39.83,38.51,2.62,0.5,0.25,-0.25,174.85,2300.91,-0.33,13657.8,4.56,-1
2013-07-01,31550,1145.3,97.99,96.58,98.28,96.07,1.48,2.5,0.25,-2.25,91.17,467.73,-0.15,88.1,-9.7,1
2014-11-24,47100,1110.9,75.78,76.62,77.02,75.45,-0.95,2.0,0.25,-1.75,102.6,669.47,0.98,378.9,3.55,1
2013-08-19,28550,1115.0,107.1,107.78,107.8,106.56,-0.34,2.5,0.25,-2.25,102.85,459.29,-0.69,118.5,4.52,-1
2017-10-10,88700,1145.7,50.92,49.55,51.06,49.54,2.7,1.25,1.25,0.0,182.32,1207.2,0.61,4763.4,-0.3,2
2016-11-09,39650,1137.5,45.27,44.82,45.95,43.07,0.64,1.25,0.5,-0.75,110.76,823.59,-0.49,721.4,1.48,-1
2020-04-08,84500,1222.4,25.09,24.3,26.45,23.74,6.18,0.75,0.25,-0.5,173.6,1639.89,3.44,7361.2,2.45,-1
2019-10-29,83000,1169.6,55.54,55.8,55.91,54.61,-0.48,1.5,2.0,0.5,161.06,1662.46,-0.9,9411.3,2.22,1
2014-11-27,47850,1107.0,68.55,73.54,73.55,67.77,-6.98,2.0,0.25,-1.75,102.6,684.61,1.22,368.8,0.95,-1
2015-09-15,33600,1181.0,44.59,44.11,45.25,43.92,1.34,1.5,0.25,-1.25,111.77,625.14,1.21,229.5,-0.17,-1
2012-09-13,21850,1126.2,98.31,96.93,98.58,96.51,1.34,3.0,0.25,-2.75,88.11,401.79,0.96,11.4,0.0,-1
2019-02-07,76700,1116.8,52.64,53.94,54.21,51.8,-2.54,1.75,2.5,0.75,132.76,1303.92,-2.24,3397.7,-0.2,1
2010-11-15,23650,1119.5,84.86,84.87,85.77,84.48,-0.02,2.25,0.25,-2.0,80.1,379.57,-0.79,0.3,0.0,1
2016-11-10,41000,1145.8,44.66,45.31,45.64,44.25,-1.35,1.25,0.5,-0.75,110.76,806.09,-2.12,714.6,-0.95,1
2010-07-22,22600,1203.6,79.3,76.43,79.42,76.16,3.58,2.0,0.25,-1.75,90.74,362.66,3.28,0.1,0.0,-1
2018-03-02,77400,1081.9,61.25,61.34,61.6,60.13,0.43,1.5,1.5,0.0,187.7,1363.78,1.76,10827.7,-0.7,1
2017-11-22,86800,1097.3,58.02,57.12,58.15,57.03,2.09,1.25,1.25,0.0,183.87,1329.1,-0.66,8234.5,1.66,1
2015-04-08,42600,1089.7,50.42,53.18,53.23,50.37,-6.6,1.75,0.25,-1.5,98.49,697.45,0.65,244.6,-3.32,-1
2017-10-24,81800,1131.9,52.47,51.89,52.62,51.55,1.1,1.25,1.25,0.0,182.32,1245.38,0.67,5513.1,-6.62,-1
2016-02-23,30400,1233.2,31.87,33.34,33.53,31.22,1.24,1.5,0.5,-1.0,78.93,604.87,-1.65,419.9,-4.09,1
2011-12-02,23100,1127.2,100.96,100.0,101.56,99.76,0.76,3.25,0.25,-3.0,72.25,374.57,-0.2,3.1,1.96,-1
2010-10-01,22450,1141.3,81.58,79.84,81.75,79.7,2.01,2.25,0.25,-2.0,80.1,348.06,-0.34,0.1,0.0,1
2011-07-29,24250,1052.6,95.7,97.16,97.39,94.95,-1.79,3.25,0.25,-3.0,78.94,386.94,-0.92,13.5,0.0,1
2017-04-04,51000,1113.8,51.03,50.24,51.3,49.88,1.57,1.25,1.0,-0.25,144.04,1000.48,-0.53,1141.8,-0.5,-1
2016-09-27,41150,1106.9,44.67,45.62,45.96,44.19,-2.74,1.25,0.5,-0.75,109.03,810.84,1.78,605.5,-0.18,1
2020-12-30,118500,1093.2,48.4,48.13,48.66,47.61,0.83,0.5,0.25,-0.25,195.37,2783.77,1.67,28868.7,5.45,1
2012-05-11,25400,1142.5,96.13,96.53,97.2,95.56,-0.98,3.25,0.25,-3.0,80.23,394.6,0.73,5.0,2.27,-1
2018-10-15,70300,1133.3,71.78,71.85,72.7,70.85,0.62,1.5,2.25,0.75,227.06,1241.82,-0.94,6699.8,5.9,-1
2020-11-04,83200,1134.6,39.15,38.15,39.25,37.26,3.96,0.5,0.25,-0.25,174.85,2384.22,3.54,14145.6,0.9,1
2019-04-01,76600,1136.1,61.59,60.24,61.8,60.13,2.41,1.75,2.5,0.75,164.28,1430.24,2.49,4145.1,1.04,1
2020-02-28,87900,1215.9,44.76,46.49,47.03,43.85,-4.95,1.25,1.75,0.5,182.42,1705.54,2.21,8697.5,-1.37,-2
2019-05-27,66900,1189.6,59.16,58.77,59.26,58.14,0.66,1.75,2.5,0.75,148.47,1306.135,-0.86,8760.1,1.51,-1
2016-04-25,27500,1141.1,42.64,43.75,44.04,42.58,-2.49,1.5,0.5,-1.0,93.22,665.32,-0.55,461.7,0.91,0
2019-01-10,65300,1121.6,52.59,52.18,52.78,51.37,0.44,1.75,2.5,0.75,145.08,1201.4,0.97,3603.7,-9.41,1
2018-11-12,74500,1125.7,59.93,60.7,61.28,58.68,-0.43,1.5,2.25,0.75,207.66,1174.49,-4.44,6435.0,-0.17,1
2020-08-31,75100,1185.1,42.61,42.91,43.57,42.56,-0.84,0.5,0.25,-0.25,173.84,2260.43,-0.16,11644.2,-0.49,-1
2016-02-29,30000,1235.4,33.75,32.72,33.98,32.32,2.96,1.5,0.5,-1.0,78.93,622.11,-0.41,436.2,0.86,-1
2015-10-05,35350,1180.5,46.26,45.65,46.94,45.21,1.58,1.5,0.25,-1.25,99.06,619.85,1.87,240.1,0.76,1
2010-11-11,23400,1114.3,87.81,87.85,88.63,87.54,0.0,2.25,0.25,-2.0,80.1,382.49,-1.25,0.2,0.0,-1
2018-05-28,94500,1078.7,67.05,67.39,67.41,65.81,-0.46,1.5,1.75,0.25,207.97,1385.88,0.09,7119.3,-3.36,-1
2014-01-02,35550,1055.3,95.44,98.5,98.97,95.34,-3.3,2.5,0.25,-2.25,84.98,527.75,-1.36,856.9,5.02,-1
2015-05-08,45950,1086.6,59.39,59.02,59.9,58.14,0.76,1.75,0.25,-1.5,100.95,702.13,1.0,243.7,2.53,1
2018-10-05,70300,1128.3,74.34,74.67,75.22,73.83,0.01,1.5,2.25,0.75,227.06,1315.84,-2.32,6639.1,0.83,1
2018-05-03,82900,1074.9,68.43,67.68,68.6,67.21,0.74,1.5,1.75,0.25,207.97,1267.44,0.64,9749.7,5.48,-1
2012-07-10,23700,1142.4,83.91,85.84,85.95,83.65,-2.42,3.25,0.25,-3.0,74.69,363.01,-2.28,7.2,2.56,0
2012-04-26,27200,1139.4,104.55,103.96,104.92,103.84,0.41,3.25,0.25,-3.0,72.52,415.2,2.17,5.1,0.0,1
2018-07-26,83100,1127.5,69.61,69.38,69.92,68.92,0.45,1.5,2.0,0.5,197.78,1378.42,1.87,7937.0,-2.9,1
2020-07-13,83000,1202.4,40.1,40.35,40.72,39.47,-1.11,0.5,0.25,-0.25,164.17,2034.14,-1.72,9243.6,-0.62,1
2014-03-27,37700,1075.0,101.28,100.3,101.7,100.03,1.02,2.5,0.25,-2.25,99.53,573.32,-0.78,460.5,-18.13,-1
2016-07-19,32450,1136.3,44.65,45.23,45.67,44.53,-1.3,1.25,0.5,-0.75,107.01,731.78,-0.38,671.1,0.11,-1
2020-10-16,85300,1144.6,40.88,40.88,41.05,40.08,-0.2,0.5,0.25,-0.25,174.85,2399.76,-0.47,11322.0,-1.57,-1
2016-12-27,45650,1199.4,53.9,53.29,54.1,53.03,1.33,1.25,0.75,-0.5,121.57,939.21,1.22,925.8,3.05,0
2016-05-25,27050,1188.6,49.56,49.09,49.75,48.65,1.93,1.5,0.5,-1.0,93.22,689.47,0.56,449.8,0.82,1
2019-07-25,79200,1178.2,56.02,55.9,56.99,55.81,0.25,1.75,2.5,0.75,149.27,1594.12,-1.72,9945.3,1.44,1
2014-11-20,47250,1104.2,75.58,74.25,75.76,74.17,1.34,2.0,0.25,-1.75,102.6,656.27,0.94,357.3,-6.33,1
2020-11-06,86300,1130.9,37.14,38.54,38.61,37.06,-4.25,0.5,0.25,-0.25,174.85,2529.27,1.61,15577.9,-0.06,1
2020-09-02,75500,1184.6,41.51,43.02,43.21,41.23,-2.92,0.5,0.25,-0.25,174.85,2370.18,2.84,11413.3,-4.21,1
2011-11-30,22950,1150.3,100.36,99.48,101.75,98.92,0.57,3.25,0.25,-3.0,79.13,373.32,5.87,3.0,8.0,-1
2018-05-21,89100,1080.0,72.24,71.47,72.59,71.25,1.35,1.5,1.75,0.25,207.97,1359.34,1.05,8403.3,-1.47,1
2019-09-25,81900,1194.0,56.49,56.7,57.02,55.55,-1.4,1.5,2.0,0.5,170.23,1579.56,1.78,8432.4,-0.96,-1
2015-10-26,32900,1127.4,43.98,44.74,44.94,43.64,-1.39,1.5,0.25,-1.25,99.06,670.19,-1.98,285.1,-0.94,1
2013-01-23,24650,1064.4,95.23,96.76,96.92,94.95,-1.05,2.75,0.25,-2.5,76.2,413.88,1.04,17.5,1.39,-1
2012-11-07,26000,1091.5,84.44,88.42,88.8,84.05,-4.81,2.75,0.25,-2.5,87.23,373.27,-2.7,10.9,0.0,1
2017-08-31,68600,1122.8,47.23,45.95,47.47,45.58,2.76,1.25,1.25,0.0,168.2,1114.31,0.96,4735.1,3.32,1
2013-05-22,31300,1112.9,94.28,95.9,96.19,94.01,-1.96,2.75,0.25,-2.5,93.42,461.62,-1.58,123.8,0.74,1
2015-04-30,46150,1068.1,59.63,58.55,59.85,58.38,1.79,1.75,0.25,-1.5,98.49,686.29,-0.85,235.8,4.59,-1
2010-11-08,23800,1106.1,87.06,87.39,87.49,85.96,0.24,2.25,0.25,-2.0,80.1,391.88,-0.04,0.2,-28.53,1
2015-10-07,37300,1164.8,47.81,49.0,49.71,47.7,-1.48,1.5,0.25,-1.25,99.06,631.32,1.51,243.0,-1.28,1
2011-07-08,26600,1064.3,96.2,98.79,99.18,95.6,-2.5,3.25,0.25,-3.0,78.94,413.8,-1.57,14.3,-3.18,1
2012-06-22,24100,1150.1,79.76,78.11,80.37,77.56,1.99,3.25,0.25,-3.0,74.69,378.65,1.59,6.6,-1.95,-1
2020-02-26,94600,1212.7,48.73,50.08,50.44,48.3,-2.34,1.25,1.75,0.5,182.42,1749.95,0.22,8800.3,-5.55,-1
2016-01-29,27300,1208.4,33.62,33.7,34.4,32.65,1.2,1.5,0.5,-1.0,78.93,613.68,4.57,380.3,0.16,-1
2012-01-13,25150,1158.8,98.7,99.2,100.19,97.7,-0.4,3.25,0.25,-3.0,72.25,383.47,-2.11,6.4,-5.74,1
2013-07-22,28000,1123.5,106.91,108.34,108.79,106.43,-1.06,2.5,0.25,-2.25,91.17,485.15,-0.21,91.6,-0.43,-1
2014-02-11,39000,1071.9,99.94,99.97,100.6,99.6,-0.12,2.5,0.25,-2.25,84.98,544.86,1.27,579.0,-0.63,0
2016-10-26,42900,1136.5,49.18,49.31,50.1,48.87,-1.56,1.25,0.5,-0.75,107.3,827.22,-0.17,674.7,3.64,1
2015-03-17,46250,1133.9,43.46,43.84,44.2,42.41,-0.96,2.0,0.25,-1.75,102.6,713.19,-0.74,285.4,-1.73,1
2014-04-08,36750,1053.4,102.56,100.69,102.71,100.68,2.11,2.5,0.25,-2.25,91.69,581.18,1.27,466.6,0.9,-1
2010-08-31,21100,1189.1,71.92,74.07,74.73,71.53,-3.72,2.25,0.25,-2.0,90.74,307.49,-1.94,0.1,0.0,-2
2018-01-31,73500,1071.5,64.73,64.03,64.94,63.67,0.36,1.5,1.5,0.0,185.53,1361.5,0.82,10265.4,0.98,1
2019-06-11,67200,1184.0,53.27,53.43,54.04,52.91,0.02,1.75,2.5,0.75,149.27,1418.02,0.29,7888.0,-1.25,1
2018-11-21,68100,1127.5,54.63,53.39,55.86,53.39,2.25,1.5,2.25,0.75,207.66,1179.73,0.42,4638.7,2.52,1
2016-05-09,25750,1153.5,43.44,45.0,45.94,43.24,-2.73,1.5,0.5,-1.0,93.22,636.54,-0.15,460.4,0.56,-1
2018-07-03,86100,1117.4,74.14,74.08,75.27,72.73,0.27,1.5,2.0,0.5,197.78,1297.71,-1.82,6513.5,-1.6,1
2013-05-13,29100,1102.6,95.17,95.76,95.81,94.47,-0.91,2.75,0.25,-2.5,93.42,461.28,-1.0,118.0,2.75,0
2012-04-17,28300,1137.7,104.2,103.15,105.07,102.66,1.23,3.25,0.25,-3.0,72.52,423.2,1.56,5.0,1.01,-1
2013-11-08,32250,1060.7,94.6,94.36,94.92,93.9,0.42,2.5,0.25,-2.25,84.98,500.98,1.17,355.0,14.65,-1
2020-01-28,96300,1167.2,53.48,52.77,54.06,52.68,0.64,1.25,1.75,0.5,149.88,1893.27,2.4,9377.3,5.76,-1
2013-08-07,26550,1114.2,104.37,105.68,105.77,104.1,-0.88,2.5,0.25,-2.25,102.85,474.12,-0.95,106.0,-0.53,-1
2013-04-11,29000,1138.3,93.51,94.56,94.64,93.06,-1.19,2.75,0.25,-2.5,81.75,435.63,-0.39,124.9,-24.3,1
2013-03-27,29450,1107.9,96.58,96.18,96.84,95.58,0.25,2.75,0.25,-2.5,81.75,433.53,0.11,88.9,13.27,-1
2019-12-18,93000,1166.7,60.93,60.55,61.18,60.32,-0.02,1.25,1.75,0.5,149.88,1820.29,-0.09,7276.0,10.02,1
2011-02-08,30150,1107.0,86.94,87.41,88.11,85.88,-0.62,2.75,0.25,-2.5,70.04,460.9,-0.08,0.9,0.0,1
2014-07-30,46750,1024.7,100.27,101.03,101.67,99.42,-0.69,2.5,0.25,-2.25,92.01,620.6,1.0,564.6,-3.61,2
2018-02-27,78700,1073.7,63.01,64.06,64.08,62.64,-1.41,1.5,1.5,0.0,171.62,1374.72,-0.4,10594.4,3.01,1
2016-02-16,28900,1209.9,29.04,29.08,31.53,28.7,-5.11,1.5,0.5,-1.0,78.93,591.93,3.5,406.4,1.33,1
2015-06-19,43550,1109.9,59.61,60.5,60.56,58.88,-1.39,1.75,0.25,-1.5,100.95,723.37,-0.31,244.1,-1.73,-1
2012-04-27,28050,1137.8,104.93,104.1,105.0,103.74,0.36,3.25,0.25,-3.0,72.52,415.91,0.17,5.1,0.0,1
2014-01-14,38400,1056.5,92.59,91.51,92.88,91.5,0.86,2.5,0.25,-2.25,84.98,539.61,2.26,919.3,-0.39,1
2019-03-13,66800,1128.7,58.26,57.09,58.48,57.01,2.44,1.75,2.5,0.75,164.28,1360.77,0.42,3865.1,-0.54,-1
2011-04-20,34300,1092.8,111.45,108.45,111.66,107.96,3.05,3.0,0.25,-2.75,80.0,443.42,4.27,1.1,-5.0,1
2019-04-26,78600,1158.7,63.3,65.13,65.18,62.28,-2.93,1.75,2.5,0.75,164.28,1547.4,-0.83,5298.3,1.71,-1
2015-10-08,37550,1165.2,49.43,48.11,50.07,47.76,3.39,1.5,0.25,-1.25,99.06,634.81,0.55,242.6,-0.16,1
2017-05-02,55400,1133.4,47.66,48.78,49.28,47.35,-2.42,1.25,1.0,-0.25,144.04,1004.62,-1.06,1445.9,2.13,1
2016-02-18,30200,1224.8,30.77,31.35,31.98,30.27,0.36,1.5,0.5,-1.0,78.93,602.52,-0.58,421.4,1.02,1
2020-05-19,82700,1231.6,32.5,32.83,33.44,31.34,2.14,0.75,0.25,-0.5,173.6,1775.61,-0.39,9773.3,0.44,1
2013-02-21,26600,1077.8,92.84,94.72,94.92,92.63,-1.72,2.75,0.25,-2.5,73.77,416.27,-1.81,29.8,0.34,1
2014-11-26,48600,1112.8,73.69,73.87,74.48,73.3,-0.54,2.0,0.25,-1.75,102.6,683.48,2.11,365.4,-2.94,1
2020-08-25,77000,1190.0,43.35,42.36,43.57,42.31,1.71,0.5,0.25,-0.25,173.84,2243.06,1.07,11324.8,-3.65,1
2016-04-20,27550,1140.5,42.63,40.8,42.91,39.85,3.77,1.5,0.5,-1.0,93.22,672.15,0.98,441.2,1.43,1
2018-11-16,70100,1130.3,56.46,56.58,57.96,55.89,0.0,1.5,2.25,0.75,207.66,1220.14,-1.17,5636.2,-1.45,-1
2013-01-29,24200,1082.5,97.57,96.46,97.82,96.29,1.17,2.75,0.25,-2.5,76.2,413.28,-0.69,19.5,4.33,-1
2019-09-03,77000,1211.9,53.94,55.0,55.24,52.84,-1.32,1.5,2.25,0.75,170.23,1478.32,-1.77,10612.3,2.55,-1
2013-08-20,28500,1113.7,104.96,106.93,107.1,104.5,-2.0,2.5,0.25,-2.25,102.85,461.83,0.55,121.2,2.28,-1
2014-09-01,44500,1014.9,95.83,95.76,95.9,95.51,-0.14,2.5,0.25,-2.25,111.07,643.89,0.16,477.2,-0.95,-1
2021-03-19,138000,1123.7,61.42,59.56,61.72,58.94,2.37,0.5,0.25,-0.25,195.37,3011.37,1.18,58088.0,0.75,-1
2014-10-13,41700,1071.0,85.74,85.2,85.87,84.07,-0.09,2.25,0.25,-2.0,113.63,549.47,-2.13,387.3,3.79,-1
2016-03-07,31900,1208.5,37.9,36.2,38.11,36.09,5.51,1.5,0.5,-1.0,100.61,652.68,0.32,414.9,2.19,0
2016-08-19,35400,1106.4,48.52,48.33,48.75,47.93,0.62,1.25,0.5,-0.75,107.01,797.06,0.87,574.6,0.2,1
2011-07-21,23650,1055.3,99.13,98.36,100.16,97.2,1.01,3.25,0.25,-3.0,78.94,398.88,0.95,13.6,-0.58,-1
2017-06-12,57500,1121.6,46.08,45.8,46.71,45.66,0.55,1.25,1.0,-0.25,154.33,1084.44,-0.51,2656.8,-10.65,-1
2018-06-27,85200,1115.2,72.76,70.68,73.06,70.56,3.16,1.5,2.0,0.5,197.78,1300.51,-2.47,6154.9,1.2,1
2014-10-24,45300,1055.4,81.01,81.95,81.95,80.36,-1.32,2.25,0.25,-2.0,113.63,612.05,1.06,355.1,-0.19,-1
2020-10-28,82900,1127.6,37.39,38.97,39.01,36.97,-5.51,0.5,0.25,-0.25,174.85,2222.98,-3.39,13278.9,-2.77,1
2017-05-30,57400,1120.1,49.66,49.93,50.28,49.03,-0.62,1.25,1.0,-0.25,144.04,1091.45,0.61,2192.6,-3.76,-1
2020-11-25,97200,1111.2,45.71,44.82,46.26,44.73,1.78,0.5,0.25,-0.25,174.85,2600.24,-0.34,18723.0,-2.24,-1
2021-01-27,128500,1103.0,52.85,52.76,53.3,51.85,0.46,0.5,0.25,-0.25,195.37,2875.13,-5.17,30404.0,-6.46,-1
2012-10-23,23050,1105.1,86.67,89.14,89.29,85.69,-2.32,3.0,0.25,-2.75,88.11,366.05,0.15,11.6,-0.51,-1
2019-07-10,72900,1179.9,60.43,58.4,60.53,58.35,4.5,1.75,2.5,0.75,149.27,1471.51,0.7,12110.6,-3.44,1
2019-02-25,75400,1125.7,55.48,57.17,57.53,55.08,-3.11,1.75,2.5,0.75,132.76,1375.95,0.82,3833.7,2.09,-1
2014-04-02,37050,1060.5,99.62,99.64,99.83,98.86,-0.12,2.5,0.25,-2.25,91.69,594.94,-0.16,424.4,-8.43,1
2021-02-26,141500,1108.4,61.5,63.46,63.57,61.34,-3.2,0.5,0.25,-0.25,195.37,3067.62,2.28,46345.6,-1.24,-1
